,time,day,year,air_temp,water_temp,phi_sn,phi_at,phi_ws,phi_e,phi_c,phi_dz,heat
"1","hour15",5,2018,20.9609176,9.25385834296534e+23,3.7020376083254,3653.82143322979,1.70886851358719e+87,13302957924.7411,8.36222671073878e+23,2.63354518977439e+90,2.64205738676404e+90
"1","hour18",5,2018,18.5688933,3.71051648852246e+24,0.185230512716768,3474.90464017569,4.41727790307226e+89,13302957924.7411,3.3529992507986e+24,6.80748745795127e+92,6.82949075391584e+92
"1","hour21",5,2018,15.186032,1.48780455690282e+25,0,3234.44177541236,1.14182828683589e+92,13302957924.7411,1.34445098952151e+25,1.75967686714098e+95,1.76536452960806e+95
"1","hour0",6,2018,13.6006933,5.96564496179412e+25,0,3126.64313327651,2.95152776263357e+94,13302957924.7411,5.39084064153864e+25,4.54861312029938e+97,4.56331523783283e+97
"1","hour3",6,2018,9.41116820000002,2.39204266750368e+26,0,2856.14534228288,7.6294450172865e+96,15054192282.6849,2.44611715281974e+26,1.17577730914742e+100,1.17957767988353e+100
"1","hour6",6,2018,6.9789935,9.59136549325812e+26,0.0849154092818859,2708.30861288276,1.97214581576084e+99,15054192282.6849,9.80818777639379e+26,3.03928306088814e+102,3.04910669187121e+102
"1","hour9",6,2018,10.6893959,3.84584661783091e+27,2.63001892636952,2936.51072564374,5.09782705008117e+101,15054192282.6849,3.93278577627022e+27,7.85628490389878e+104,7.88167814376741e+104
"1","hour12",6,2018,18.560489,1.54206783364453e+28,5.5147840805847,3474.28920610725,1.31774437898312e+104,15054192282.6849,1.57692779896187e+28,2.0307819724166e+107,2.03734590618139e+107
"1","hour15",6,2018,22.2710065,6.18322424127859e+28,3.39425760990649,3755.0381760302,3.40625570715263e+106,15054192282.6849,6.32300212776161e+28,5.24939646402798e+109,5.26636366738264e+109
"1","hour18",6,2018,19.6473299,2.4792853585161e+29,0.169830818563772,3554.63814477772,8.80487758290679e+108,15054192282.6849,2.53533205096632e+29,1.35692376684623e+112,1.36130964275532e+112
"1","hour21",6,2018,15.9368601,9.94118221997595e+29,0,3286.57162415973,2.27598500861759e+111,15054192282.6849,1.01659124554693e+30,3.50753104980634e+114,3.51886816122527e+114
"1","hour0",7,2018,12.7940115,3.9861125138865e+30,0,3072.95651779244,5.88322519044253e+113,15054192282.6849,4.07622252134102e+30,9.06666561965353e+116,9.09597107607534e+116
"1","hour3",7,2018,9.60273750000005,1.59831020313004e+31,0,2868.07108777592,1.52076303272669e+116,12932575727.7195,1.4040965965828e+31,2.34365496103438e+119,2.35123016907773e+119
"1","hour6",7,2018,7.50907190000004,6.4087390823267e+31,0.104488089954312,2739.96998643206,3.93104143874201e+118,12932575727.7195,5.63000143292581e+31,6.05814618824656e+121,6.07772744849859e+121
"1","hour9",7,2018,10.9306986,2.5697099689978e+32,3.23622834164051,2951.89246267312,1.01614034932188e+121,12932575727.7195,2.25745979385526e+32,1.56597860386276e+124,1.57104019096194e+124
"1","hour12",7,2018,18.1891952,1.03037574785605e+33,6.78592095314395,3447.1908588539,2.6266352711113e+123,12932575727.7195,9.05172899436485e+32,4.04791979519023e+126,4.06100356182874e+126
"1","hour15",7,2018,21.6109281,4.13149419420268e+33,4.17662115122932,3703.75142805191,6.78962591343812e+125,12932575727.7195,3.62946875113553e+33,1.04635239765567e+129,1.04973443862616e+129
"1","hour18",7,2018,19.1914488,1.65660384692159e+34,0.208976179908625,3520.74799575723,1.75505981174641e+128,12932575727.7195,1.45530687271683e+34,2.70473081354206e+131,2.71347309811657e+131
"1","hour21",7,2018,15.7697598,6.64247891110745e+34,0,3274.90944494684,4.53667842982465e+130,12932575727.7195,5.83533910607223e+34,6.99149616335201e+133,7.01409421590336e+133
"1","hour0",8,2018,13.3131876,2.66343255006311e+35,0,3107.41958968378,1.17269229446696e+133,12932575727.7195,2.33979397206362e+35,1.80724153240791e+136,1.81308293432934e+136
"1","hour3",8,2018,9.92861340000002,1.06795565987773e+36,0,2888.4535994798,3.03130856368707e+135,13641937018.5786,9.89646650683024e+35,4.67156368272137e+138,4.68666320350098e+138
"1","hour6",8,2018,8.02916200000004,4.28217824190011e+36,0.0844114361271338,2771.33540355007,7.83567151556939e+137,13641937018.5786,3.96818286932376e+36,1.20755897041853e+141,1.21146206647047e+141
"1","hour9",8,2018,11.1183329,1.71702357919075e+37,2.61440975782651,2963.89970549444,2.02545358910034e+140,13641937018.5786,1.59112095953913e+37,3.12143591755299e+143,3.1315250846286e+143
"1","hour12",8,2018,17.6715712,6.88474370975466e+37,5.48205382403441,3409.70833010796,5.2356230521506e+142,13641937018.5786,6.37991239631595e+37,8.06864296160466e+145,8.0947225893988e+145
"1","hour15",8,2018,20.760838,2.76057338544799e+38,3.37411268297071,3638.56642600912,1.35336345852221e+145,13641937018.5786,2.55815134233764e+38,2.08567470104875e+148,2.09241606017963e+148
"1","hour18",8,2018,18.5764428,1.10690618819206e+39,0.168822872254268,3475.45755637227,3.49832795947912e+147,13641937018.5786,1.02574108918529e+39,5.39128943899838e+150,5.4087152716407e+150
"1","hour21",8,2018,15.4872158,4.43835804516763e+39,0,3255.26910972852,9.04287642392603e+149,13641937018.5786,4.11291061881266e+39,1.39360187858827e+153,1.39810630621752e+153
"1","hour0",9,2018,13.3502842,1.77964694273498e+40,0,3109.8944107838,2.33750565886258e+152,13641937018.5786,1.64915239690531e+40,3.60234080915077e+155,3.61398436655408e+155
"1","hour3",9,2018,10.2136134,7.13584440136428e+40,0,2906.37874228176,6.04225077184287e+154,14718856871.3931,7.13461120579494e+40,9.31174068050113e+157,9.34183827339483e+157
"1","hour6",9,2018,6.34907580000004,2.86125714588238e+41,0.0988751643031198,2671.08276701853,1.56186977564796e+157,14718856871.3931,2.86076267186689e+41,2.40700475314938e+160,2.41478472164713e+160
"1","hour9",9,2018,9.75614250000001,1.14727732197997e+42,3.06238356105496,2877.65103223385,4.03729882819575e+159,14718856871.3931,1.14707905289916e+42,6.22189994381577e+162,6.24201049220405e+162
"1","hour12",9,2018,16.9837518000001,4.60023404545703e+42,6.42139261501928,3360.43004083442,1.04360696917824e+162,14718856871.3931,4.59943904658602e+42,1.60830753907747e+165,1.61350594260049e+165
"1","hour15",9,2018,20.3909242,1.84455430849625e+43,3.95226003978304,3610.50289448585,2.69763411742332e+164,14718856871.3931,1.84423553806451e+43,4.15733644644098e+167,4.17077387174956e+167
"1","hour18",9,2018,17.9817405,7.39610324903384e+43,0.19775032860624,3432.12729969973,6.97315181520539e+166,14718856871.3931,7.39482507629855e+43,1.07463565947221e+170,1.07810911816244e+170
"1","hour21",9,2018,14.5746119,2.96561304909284e+44,0,3192.50413333752,1.80249967643303e+169,14718856871.3931,2.96510054059814e+44,2.77784060897433e+172,2.78681920047952e+172
"1","hour0",10,2018,13.302824,1.18912087363012e+45,0,3106.7284988414,4.65930639349705e+171,14718856871.3931,1.18891537327021e+45,7.18047868675481e+174,7.20368757236611e+174
"1","hour3",10,2018,8.75832150000002,4.76801399473003e+45,0,2815.81511512683,1.2043905667402e+174,14148076343.9335,4.5823236586579e+45,1.85609188678311e+177,1.86209118378874e+177
"1","hour6",10,2018,5.75899150000004,1.91182897870926e+46,0.107222358640997,2636.60054146477,3.11324586697568e+176,14148076343.9335,1.83737278668438e+46,4.79783764073692e+179,4.81334530670784e+179
"1","hour9",10,2018,9.476674,7.66585426945555e+46,3.32091471901976,2860.21858792209,8.04747238636565e+178,14148076343.9335,7.36730752501468e+46,1.24019970082234e+182,1.24420829889041e+182
"1","hour12",10,2018,17.3632106,3.07377502564086e+47,6.96349651396252,3387.54177605442,2.08020228971605e+181,14148076343.9335,2.9540668372521e+47,3.20580939392435e+184,3.21617127462354e+184
"1","hour15",10,2018,21.0810085,1.23249054523502e+48,4.28591594678874,3663.00341862514,5.37714372710528e+183,14148076343.9335,1.18449119292536e+48,8.28674112996411e+186,8.31352569898324e+186
"1","hour18",10,2018,18.4521841,4.94191322208757e+48,0.214444717281994,3466.36636653526,1.38994533391724e+186,14148076343.9335,4.74945037947365e+48,2.14205119883867e+189,2.14897477920373e+189
"1","hour21",10,2018,14.734434,1.98155729381169e+49,0,3203.42220961787,3.59288895615651e+188,14148076343.9335,1.9043855321011e+49,5.53701782942747e+191,5.55491468826335e+191
"1","hour0",11,2018,12.1654319,7.94544366159395e+49,0,3031.66007046691,9.28730845470803e+190,14148076343.9335,7.63600830645568e+49,1.43127141218752e+194,1.43589759603031e+194
"1","hour3",11,2018,8.38788350000004,3.1858818908096e+50,0,2793.1437909423,2.4006892332448e+193,11976648468.4141,2.59188577294664e+50,3.69971330859354e+196,3.7116715953206e+196
"1","hour6",11,2018,7.47916270000002,1.27744199751237e+51,0.0948454298186345,2738.17530963294,6.20557486889095e+195,11976648468.4141,1.03926757255758e+51,9.56344020374434e+198,9.59435134482866e+198
"1","hour9",11,2018,10.5659068000001,5.12215491012349e+51,2.93757372910493,2928.66496468145,1.60408764783611e+198,11976648468.4141,4.16714771400522e+51,2.47206691172952e+201,2.48005717542651e+201
"1","hour12",11,2018,17.1139974,2.05382874325362e+52,6.15968374766577,3369.71532879202,4.14642839108995e+200,11976648468.4141,1.67089982684674e+52,6.39008001919144e+203,6.41073416255461e+203
"1","hour15",11,2018,20.2008373,8.23523025099809e+52,3.79118259747264,3596.15258604433,1.07181602112764e+203,11976648468.4141,6.69980145405753e+52,1.65178063983318e+206,1.6571195579746e+206
"1","hour18",11,2018,18.018158,3.30207752275962e+53,0.189690859637269,3434.76762632113,2.77055208674158e+205,11976648468.4141,2.68641715096117e+53,4.269710667055e+208,4.28351131054801e+208
"1","hour21",11,2018,14.9313578,1.32403292124015e+54,0,3216.9178278268,7.16163848462761e+207,11976648468.4141,1.07717178762181e+54,1.1036834274922e+211,1.10725077495429e+211
"1","hour0",12,2018,12.1056137,5.30897038135754e+54,0,3027.75446764118,1.85122185682561e+210,11976648468.4141,4.31913211852902e+54,2.85292658708674e+213,2.86214787297946e+213
"1","hour3",12,2018,9.66189810000003,2.12873608034852e+55,0,2871.76242243466,4.7852490328086e+212,12589624110.3083,1.82047824858066e+55,7.3745694721542e+215,7.39840570185119e+215
"1","hour6",12,2018,8.519139,8.53558595031915e+55,0.0854182650537211,2801.15926121936,1.23694565411306e+215,12589624110.3083,7.2995655520165e+55,1.90626268288111e+218,1.91242414292885e+218
"1","hour9",12,2018,11.6932438,3.4225110471824e+56,2.64559348708053,3000.94479700801,3.19739796348943e+217,12589624110.3083,2.92690436096826e+56,4.92752482686104e+220,4.94345167032684e+220
"1","hour12",12,2018,18.4266577,1.37232311129707e+57,5.54744176932222,3464.50123586918,8.26499830686332e+219,12589624110.3083,1.17359986388347e+57,1.27372272129015e+223,1.27783967312979e+223
"1","hour15",12,2018,21.600861,5.50259939511514e+57,3.41435787256402,3702.97379989225,2.13643086636308e+222,12589624110.3083,4.7057794537969e+57,3.2924635141093e+225,3.30310547997423e+225
"1","hour18",12,2018,19.3564078,2.20637544131303e+58,0.170836530107442,3532.97965108281,5.52248975412215e+224,12589624110.3083,1.88687481562079e+58,8.51073456612357e+227,8.53824313116919e+227
"1","hour21",12,2018,16.1822453,8.84689623662384e+58,0,3303.76043901729,1.42751602986814e+227,12589624110.3083,7.5657956450792e+58,2.19995157257209e+230,2.20706229967339e+230
"1","hour0",13,2018,12.7486819,3.54733702868862e+59,0,3069.96277872031,3.69000596879232e+229,12589624110.3083,3.03365455244931e+59,5.68668530790152e+232,5.70506592492946e+232
"1","hour3",13,2018,10.7636499,1.42237454340344e+60,0,2941.23684929059,9.53834756656333e+231,12223023576.8325,1.18098273112466e+60,1.46995916611447e+235,1.47471039728275e+235
"1","hour6",13,2018,9.1792107,5.70329045523497e+60,0.0803085281458657,2841.76091741904,2.46558068117007e+234,12223023576.8325,4.73538251191142e+60,3.79971781987238e+237,3.81199934316404e+237
"1","hour9",13,2018,12.0888068,2.28684646864833e+61,2.48733358007334,3026.65788323625,6.3733136719291e+236,12223023576.8325,1.89874474394405e+61,9.82194325085844e+239,9.85368993061815e+239
"1","hour12",13,2018,18.2611028,9.16956064611629e+61,5.21559274458428,3452.42506693127,1.64744668349374e+239,12223023576.8325,7.61339045702545e+61,2.53888772262369e+242,2.54709396587081e+242
"1","hour15",13,2018,21.1707893,3.67671566917659e+62,3.21011033338613,3669.88055011627,4.2585077632512e+241,12223023576.8325,3.05273862829632e+62,6.5628060593059e+244,6.58401849120135e+244
"1","hour18",13,2018,19.1133738,1.47425145366089e+63,0.160617056291731,3514.97113556758,1.10078757336244e+244,12223023576.8325,1.224055588019e+63,1.69642883331419e+247,1.70191206423203e+247
"1","hour21",13,2018,16.2037248,5.91130112899917e+63,0,3305.26861745382,2.84544105361464e+246,12223023576.8325,4.9080916023155e+63,4.38512240113964e+249,4.39929608072835e+249
"1","hour0",14,2018,13.9377955,2.37025243902148e+64,0,3149.3095879639,7.35522001294414e+248,12223023576.8325,1.96799585022981e+64,1.13351636657872e+252,1.13718014065816e+252
"1","hour3",14,2018,11.2366791,9.50399328690342e+64,0,2971.49402050756,1.90126101435454e+251,14927318949.5869,9.63693352381376e+64,2.93004216477038e+254,2.93951270516261e+254
"1","hour6",14,2018,9.2991844,3.8108130134356e+65,0.100889671641551,2849.19327654454,4.91459594457122e+253,14927318949.5869,3.86411801582078e+65,7.57390659761247e+256,7.59838712871952e+256
"1","hour9",14,2018,12.3058479,1.52802042099314e+66,3.12477733000915,3040.84457805965,1.2703807165896e+256,14927318949.5869,1.54939410999296e+66,1.95778961269156e+259,1.96411761910369e+259
"1","hour12",14,2018,18.6840587,6.12689837769577e+66,6.55222367494296,3483.34722720458,3.28382471984382e+258,14927318949.5869,6.21260038707943e+66,5.06071750181244e+261,5.07707485328363e+261
"1","hour15",14,2018,21.6908156,2.45670039581098e+67,4.03278437478311,3709.92714788136,8.48840402710626e+260,14927318949.5869,2.49106430188474e+67,1.30815188042299e+264,1.31238011487356e+264
"1","hour18",14,2018,19.5647624,9.85062337046242e+67,0.201779343283102,3548.47991269199,2.19417932059482e+263,14927318949.5869,9.98841220985357e+67,3.38145992468723e+266,3.39238954651537e+266
"1","hour21",14,2018,16.5580442,3.94980116224829e+68,0,3330.23039406572,5.67176453377091e+265,14927318949.5869,4.00505030715052e+68,8.74078262118042e+268,8.7690347521118e+268
"1","hour0",15,2018,14.1463126,1.5837504525935e+69,0,3163.39884682896,1.46610227453155e+268,14927318949.5869,1.60590368376894e+69,2.25941701313513e+271,2.26671994561271e+271
"1","hour3",15,2018,11.4252922,6.35035889923726e+69,0,2983.63106026649,3.78974808736905e+270,14567313581.2471,6.28389086967785e+69,5.84039834931292e+273,5.85927580068168e+273
"1","hour6",15,2018,7.90903300000002,2.54630128648636e+70,0.0720332482544586,2764.06413633134,9.79617235114535e+272,14567313581.2471,2.51964962287761e+70,1.50969266321164e+276,1.51457232177721e+276
"1","hour9",15,2018,11.4738342,1.02098957624912e+71,2.23102977232559,2986.76139039073,2.5322261670423e+275,14567313581.2471,1.01030306759492e+71,3.90242548716422e+278,3.91503898421495e+278
"1","hour12",15,2018,19.0360551,4.09385849326493e+71,4.67815928941456,3509.25805900528,6.54558651196455e+277,14567313581.2471,4.05100883521252e+71,1.0087433723412e+281,1.01200385267422e+281
"1","hour15",15,2018,22.600967,1.64151307248881e+72,2.87932900661572,3780.89751979974,1.69197772865827e+280,14567313581.2471,1.62433165941349e+72,2.60751472280317e+283,2.61594278360125e+283
"1","hour18",15,2018,20.080247,6.58196948327514e+72,0.144066496508917,3587.07359689994,4.37361667902907e+282,14567313581.2471,6.51307722866163e+72,6.74020094313497e+285,6.76198675429195e+285
"1","hour21",15,2018,16.515381,2.63917010499839e+73,0,3327.21644163909,1.13054223652519e+285,14567313581.2471,2.6115464006795e+73,1.74228388267731e+288,1.74791532719507e+288
"1","hour0",16,2018,14.4319944,1.05822715538501e+74,0,3182.78769589198,2.92235429477811e+287,14567313581.2471,1.04715088789198e+74,4.50365375371915e+290,4.51821055269632e+290
"1","hour3",16,2018,10.4298178,4.24316988993378e+74,0,2920.03901926116,7.55403411592726e+289,12242906639.6573,3.52879052967937e+74,1.16415570017329e+293,1.16791850731439e+293
"1","hour6",16,2018,8.95905740000001,1.70138241333357e+75,0.0784373830566468,2828.16466695053,1.95265274736055e+292,12242906639.6573,1.41493795989116e+75,3.00924220279323e+295,3.01896873511901e+295
"1","hour9",16,2018,12.4340712,6.82202737926652e+75,2.42938005856003,3049.25191096402,5.04743914742922e+294,12242906639.6573,5.67347201116776e+75,7.77863187348903e+297,7.80377412169279e+297
"1","hour12",16,2018,19.8058209,2.73542603936259e+76,5.09407226629001,3566.48414905723,1.3047195401967e+297,12242906639.6573,2.27489017709156e+76,2.01070933297078e+300,2.01720838755227e+300
"1","hour15",16,2018,23.2809426,1.09682286523268e+77,3.13531650606985,3834.65843352336,3.37258762086933e+299,12242906639.6573,9.12161954380119e+76,5.19751042014847e+302,5.21430991640312e+302
"1","hour18",16,2018,20.8237125,4.3979269787808e+77,0.156874766113294,3643.35451545378,8.71784848008498e+301,12242906639.6573,3.65749274139605e+77,1.34351167145771e+305,1.3478541965261e+305
"1","hour21",16,2018,17.3486355,-Inf,0,3386.4970363691,Inf,12242906639.6573,1.46654364273016e+78,3.47286193856541e+307,-Inf
"1","hour0",17,2018,13.9946649,NA,0,3153.14696590384,Inf,12242906639.6573,-Inf,Inf,NA
"1","hour3",17,2018,11.4163507,NA,0,2983.05474908628,NA,NA,NA,NA,NA
"1","hour6",17,2018,9.4390765,NA,0.0973632352352291,2857.88012657236,NA,NA,NA,NA,NA
"1","hour9",17,2018,12.8437164,NA,3.01555575798001,3076.24202778978,NA,NA,NA,NA,NA
"1","hour12",17,2018,20.0661779,NA,6.32320122166571,3586.01561542969,NA,NA,NA,NA,NA
"1","hour15",17,2018,23.4709235,NA,3.89182487509707,3849.79277167588,NA,NA,NA,NA,NA
"1","hour18",17,2018,21.0634558,NA,0.194726470470458,3661.66015892656,NA,NA,NA,NA,NA
"1","hour21",17,2018,17.6587539,NA,0,3408.78454330246,NA,NA,NA,NA,NA
"1","hour0",18,2018,14.8914092,NA,0,3214.17622070118,NA,NA,NA,NA,NA
"1","hour3",18,2018,11.8466061,NA,0,3010.89212551314,NA,NA,NA,NA,NA
"1","hour6",18,2018,8.18894350000005,NA,0.0957803708961033,2781.03160394108,NA,NA,NA,NA,NA
"1","hour9",18,2018,12.083774,NA,2.96653093192098,3026.32957745571,NA,NA,NA,NA,NA
"1","hour12",18,2018,20.3461051,NA,6.22040297653026,3607.1150352985,NA,NA,NA,NA,NA
"1","hour15",18,2018,24.2410565,NA,3.82855426998591,3911.65681121925,NA,NA,NA,NA,NA
"1","hour18",18,2018,21.4869683,NA,0.191560741792207,3694.18573267255,NA,NA,NA,NA,NA
"1","hour21",18,2018,17.592067,NA,0,3403.98157053065,NA,NA,NA,NA,NA
"1","hour0",19,2018,15.2512899,NA,0,3238.94496656366,NA,NA,NA,NA,NA
"1","hour3",19,2018,10.9431025,NA,0,2952.68496351129,NA,NA,NA,NA,NA
"1","hour6",19,2018,7.67894280000002,NA,0.10146528093078,2750.18164317135,NA,NA,NA,NA,NA
"1","hour9",19,2018,11.5762,NA,3.14260522882834,2993.37167361974,NA,NA,NA,NA,NA
"1","hour12",19,2018,19.843679,NA,6.58960630044901,3569.31864148954,NA,NA,NA,NA,NA
"1","hour15",19,2018,23.7410572,NA,4.05579275720536,3871.39837191262,NA,NA,NA,NA,NA
"1","hour18",19,2018,20.985253,NA,0.202930561861561,3655.68052580757,NA,NA,NA,NA,NA
"1","hour21",19,2018,17.087925,NA,0,3367.85489379352,NA,NA,NA,NA,NA
"1","hour0",20,2018,14.8379831,NA,0,3210.51273291463,NA,NA,NA,NA,NA
"1","hour3",20,2018,10.4348179,NA,0,2920.35557164989,NA,NA,NA,NA,NA
"1","hour6",20,2018,9.17901920000003,NA,0.110891806568699,2841.74906700289,NA,NA,NA,NA,NA
"1","hour9",20,2018,12.7947808,NA,3.43456567566942,3073.0073463761,NA,NA,NA,NA,NA
"1","hour12",20,2018,20.465107,NA,7.20180677104494,3616.11619939496,NA,NA,NA,NA,NA
"1","hour15",20,2018,24.0809808,NA,4.43259193478771,3898.73002917235,NA,NA,NA,NA,NA
"1","hour18",20,2018,21.524226,NA,0.221783613137398,3697.05864749439,NA,NA,NA,NA,NA
"1","hour21",20,2018,17.9083987,NA,0,3426.81506020129,NA,NA,NA,NA,NA
"1","hour0",21,2018,14.3321251,NA,0,3175.99841698626,NA,NA,NA,NA,NA
"1","hour3",21,2018,11.7358397,NA,0,3003.70487219181,NA,NA,NA,NA,NA
"1","hour6",21,2018,11.5691489,NA,0.113122312226541,2992.91595553668,NA,NA,NA,NA,NA
"1","hour9",21,2018,14.7068534,NA,3.50364939257203,3201.53584139648,NA,NA,NA,NA,NA
"1","hour12",21,2018,21.3630492,NA,7.34666572182368,3684.64386345318,NA,NA,NA,NA,NA
"1","hour15",21,2018,24.5008511,NA,4.5217502026109,3932.71269391995,NA,NA,NA,NA,NA
"1","hour18",21,2018,22.2821371,NA,0.226244624453082,3755.90807243555,NA,NA,NA,NA,NA
"1","hour21",21,2018,19.1443755,NA,0,3517.26403663762,NA,NA,NA,NA,NA
"1","hour0",22,2018,15.3516478,NA,0,3245.88051493692,NA,NA,NA,NA,NA
"1","hour3",22,2018,13.78792,NA,0,3139.21516340471,NA,NA,NA,NA,NA
"1","hour6",22,2018,8.80898230000003,NA,0.111035225250915,2818.92756979899,NA,NA,NA,NA,NA
